roll pitch yaw roll_cf pitch_cf yaw_cf
0.152974568193 -0.665241813373 0.0682147349742 0.299981134332 -0.513464054018 -0.00313470278477
0.152637706765 -0.665640678073 0.0677951269824 0.299981336058 -0.517235934614 -0.00333592649456
0.152753568885 -0.665826743365 0.0677381868285 0.299979980097 -0.521527185915 -0.0035630600668
0.152486937949 -0.665700572702 0.0673162489596 0.299981615326 -0.524482880055 -0.00372348445433
0.152205261705 -0.666392856983 0.0664013158413 0.299983043415 -0.527616230512 -0.00389360237378
0.151949040661 -0.667706101894 0.06569200409 0.299983811399 -0.530819253837 -0.00406656039848
0.151559047067 -0.668764465366 0.0645023651223 0.299984291648 -0.534062074203 -0.00424008444597
0.151246765099 -0.669245780743 0.0634383019417 0.29998604685 -0.536498067843 -0.00437345221696
0.150520028981 -0.67052963628 0.0617468524959 0.299986865305 -0.539331984978 -0.0045270907565
0.150210616787 -0.671116834086 0.0598045051818 0.299985686275 -0.543171604818 -0.0047314543045
0.149757600222 -0.672378999554 0.0578597034467 0.299986380953 -0.545916250284 -0.00488007259281
0.148787554912 -0.67363591662 0.0540538727213 0.29998576362 -0.549735759501 -0.00508403358667
0.147470542508 -0.675694297519 0.0506843444747 0.299985343333 -0.553273976535 -0.00527341038936
0.147180430135 -0.678289843375 0.0477846865405 0.299985622307 -0.556668320571 -0.00545585594878
0.146767054913 -0.680030676361 0.0450644190789 0.299984885861 -0.56077492284 -0.00567500802555
0.146676009543 -0.681762137891 0.0409272650219 0.299984803676 -0.564474780645 -0.00587341374635
0.146559098104 -0.689354550396 0.0333084554612 0.29998670483 -0.567134640103 -0.00601923527355
0.146521283406 -0.689520332031 0.0331299707638 0.299989017768 -0.569280256406 -0.0061381341863
0.146760235612 -0.69575607558 0.0250771585713 0.299988897573 -0.572782910158 -0.00632587465954
0.146736846721 -0.695805424462 0.0250049455878 0.299988347844 -0.576158423605 -0.00650635015538
0.146711711275 -0.695860335508 0.0249277879618 0.299989433338 -0.578663642802 -0.00664257976923
0.147968936799 -0.702071388376 0.019742210469 0.299991007282 -0.58074405575 -0.00675699321407
0.148029805571 -0.702326635663 0.0197409164456 0.299989594051 -0.58502163521 -0.00698415346921
0.148061399002 -0.702415629752 0.0196419017502 0.299989339798 -0.587967555612 -0.00714203164903
0.148898217559 -0.70969598384 0.0132326146806 0.299990735991 -0.590271527345 -0.00726810254742
0.149120552055 -0.709785091763 0.0131371297316 0.299990379784 -0.59387179657 -0.00746053236232
0.149058643312 -0.710002737059 0.0130449787387 0.299990813137 -0.596469887118 -0.00760091634775
0.149722458245 -0.717156748485 0.00600166469845 0.299991198738 -0.599385049845 -0.00775818127951
0.149740359375 -0.717217624811 0.00591766039653 0.299990189459 -0.603300824682 -0.00796674409727
0.149945274041 -0.71729002032 0.00577007977049 0.29998952409 -0.606874877501 -0.00815793781549
0.152326508031 -0.727303523161 0.000119327960586 0.299990663903 -0.609483168074 -0.00829980245337
0.152267720434 -0.727407892007 3.64084367726e-05 0.299992309711 -0.611588901399 -0.00841586786051
0.152277223272 -0.727555054914 -4.78182287567e-05 0.299993517784 -0.61345698491 -0.0085191975089
0.152740090855 -0.733619692176 -0.00685505338997 0.299992967423 -0.616850206194 -0.00870135772824
0.152533567024 -0.73369661555 -0.00675207281668 0.299991884011 -0.620141361838 -0.00887812926506
0.152799062264 -0.733860800997 -0.00678847583057 0.299992459105 -0.622604406903 -0.00901201568137
0.155099373059 -0.742017143062 -0.0109511909457 0.299991132415 -0.627092307593 -0.00925128258866
0.155224828933 -0.742088526953 -0.0110088390569 0.299993220696 -0.630157443937 -0.00941779548407
0.155058703319 -0.742686432806 -0.0117040198473 0.299993563282 -0.632492948064 -0.00954282839385
0.156955867473 -0.749343708346 -0.0185809566967 0.299993046176 -0.636103707865 -0.00973396603195
0.156984010824 -0.749406857384 -0.0186434091279 0.299992307859 -0.63952682221 -0.00991636887844
0.156865454689 -0.750275414362 -0.0194034698384 0.299992212017 -0.642882274526 -0.010096242841
0.159165492112 -0.758726674943 -0.0210899839141 0.299992525758 -0.646160646443 -0.0102717887768
0.159249750223 -0.758912716507 -0.0211798537116 0.299992915894 -0.649433326814 -0.0104467041869
0.159192891678 -0.759973981647 -0.0218600030654 0.299993938494 -0.651885088788 -0.010580307971
0.160429741853 -0.767709618962 -0.0287823035342 0.299994073115 -0.655572679958 -0.0107774814293
0.160495567345 -0.76780059152 -0.0288200529968 0.299993711574 -0.659036524349 -0.0109616783818
0.160817277042 -0.769238706608 -0.0289595059318 0.299994478811 -0.661596945691 -0.0110990990068
0.161615582575 -0.772392914195 -0.0294360113927 0.299995138472 -0.664730006154 -0.0112681973134
0.16301204233 -0.780441463702 -0.0333182622356 0.299995353385 -0.667658802336 -0.011426861725
0.163011979875 -0.780511763505 -0.0333166408249 0.299995501682 -0.670745295863 -0.0115935916829
0.163275699444 -0.780999082162 -0.0332447383855 0.299996124993 -0.673102969916 -0.0117214743141
0.166240587695 -0.790227110037 -0.0347600053991 0.289801485205 -0.678490127958 -0.0120685605647
0.166328359228 -0.790431775675 -0.0345982588672 0.268658658649 -0.681861796643 -0.0119612960681
0.155387092499 -0.797525075738 -0.043484856225 0.240796685197 -0.685287278211 -0.0113625008396
0.155025002708 -0.797612268193 -0.0436277040187 0.218476053061 -0.687889862434 -0.0109965255366
0.150715221237 -0.799734525243 -0.0468251486872 0.190755696558 -0.69085373154 -0.0108697646304
0.140592487641 -0.8059070781 -0.0544139584299 0.159302782605 -0.694082894598 -0.0104288093433
0.0860917311672 -0.818462879417 -0.0618324341951 0.126170392411 -0.697609766073 -0.0100860919597
0.0835508290873 -0.818849908117 -0.0617131591817 0.0927073131791 -0.70141485544 -0.0102333942335
0.0772708133181 -0.819360407628 -0.0611220399669 0.0598518766847 -0.705581145286 -0.0112246288652
-0.060892679898 -0.833409539367 -0.0485156364198 0.0375786365831 -0.70859976582 -0.0130766893807
-0.0619133923085 -0.833556333662 -0.0486925891297 0.020008774508 -0.710396882362 -0.0144900969704
-0.0628678360816 -0.833681621509 -0.0488292418536 0.00385895201607 -0.711937485581 -0.0156258017128
-0.138492105238 -0.845091978195 -0.0642571847729 -0.0196724826657 -0.714814169787 -0.0172369901347
-0.14134577434 -0.845070389768 -0.0643324374333 -0.0534852489143 -0.720475115098 -0.0208822775756
-0.154132263855 -0.845349496741 -0.0696988732636 -0.0779404956606 -0.723876683202 -0.022631013629
-0.184354116736 -0.844902346331 -0.0735811629704 -0.114654099498 -0.727868207542 -0.0231239586731
-0.27406073727 -0.845854604246 -0.0816005012553 -0.181924786307 -0.735335528102 -0.0239404222467
-0.374159206566 -0.844649596579 -0.0886188293486 -0.215466110795 -0.738211550473 -0.0234263413154
-0.375516314535 -0.844832174854 -0.0882397182946 -0.249026257032 -0.740943857092 -0.022743184346
-0.493436158285 -0.839792498712 -0.110313680854 -0.297371382156 -0.743328143124 -0.0199433258772
-0.493979350463 -0.839972253316 -0.110570990757 -0.332303709378 -0.74662110413 -0.0195172328573
-0.516347495008 -0.838893575402 -0.118545177137 -0.365226261634 -0.750501966174 -0.0198795099534
-0.55276513927 -0.837181698745 -0.126848945488 -0.398152633003 -0.753782700978 -0.0198582012921
-0.65228581946 -0.832870352152 -0.159590257319 -0.430770233418 -0.756907776022 -0.019829050451
-0.653269706061 -0.832846091032 -0.160010213194 -0.463273081783 -0.759977230153 -0.0198057593447
-0.666007285854 -0.832309723583 -0.166898223384 -0.488098382022 -0.761902596334 -0.0194372882417
-0.776036215804 -0.822449294401 -0.201223717005 -0.509053603414 -0.763224561395 -0.0188902022292
-0.778980077509 -0.822111244755 -0.202644048752 -0.535452850974 -0.765492861721 -0.0186946934329
-0.802710552336 -0.820134738847 -0.214650550636 -0.571929832084 -0.769503097654 -0.0191003543737
-0.825118410366 -0.817680076214 -0.226339900579 -0.598229384581 -0.772290719021 -0.0192769885101
-0.890013689087 -0.810350206466 -0.260451243231 -0.635207674597 -0.775940875771 -0.0194521303217
-0.892415206465 -0.809991941974 -0.261647032638 -0.669208683031 -0.77969883536 -0.0198390209863
-0.902055720211 -0.808714408699 -0.266052820218 -0.694732314687 -0.781931366005 -0.0197036892168
-1.01237600613 -0.790480552551 -0.322166714717 -0.715856761493 -0.783521484334 -0.019417360483
-1.0134501616 -0.790328367527 -0.322815277155 -0.74218743845 -0.785868268537 -0.0193543826587
-1.03359795397 -0.787080338361 -0.33562521261 -0.771748086338 -0.788028068231 -0.0190148460085
-1.06069052863 -0.782897793429 -0.350949029776 -0.794442789614 -0.78994806454 -0.0188914179635
-1.144520517 -0.772402593193 -0.398632882346 -0.821515395522 -0.792479707646 -0.0189253186446
-1.1460075232 -0.772234047402 -0.399240381046 -0.85075791827 -0.795295112594 -0.0190400080563
-1.15425655887 -0.771559022005 -0.402852274446 -0.87258255567 -0.79800915902 -0.019407066677
-1.24019846946 -0.758342728581 -0.441378452067 -0.906237875059 -0.801751673042 -0.0194472538506
-1.24231220302 -0.757938771196 -0.442232258828 -0.93812886472 -0.805448566076 -0.0196089363832
